,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7479,7995,Treasures of the Deep,PS,1997,Action,Namco Bandai Games,0.1,0.07,0,0.01,0.19
7480,7996,Phantasy Star Online Ver. 2,DC,2001,Role-Playing,Sega,0,0,0.19,0,0.19
7481,7997,EyePet & Friends,PS3,2011,Simulation,Sony Computer Entertainment,0.06,0.09,0,0.03,0.19
7482,7998,The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.04,0.11,0,0.03,0.18
7483,7999,Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,0.17,0,0,0.01,0.18
7484,8000,Fight Club,PS2,2004,Action,Vivendi Games,0.09,0.07,0,0.02,0.18
7485,8001,Hello Kitty: Birthday Adventures,DS,2010,Adventure,Namco Bandai Games,0.06,0.11,0,0.02,0.18
7486,8002,Syndicate,X360,2012,Action,Electronic Arts,0.1,0.06,0,0.02,0.18
7487,8003,Dance Dance Revolution: Disney Grooves,Wii,2009,Simulation,Konami Digital Entertainment,0.17,0,0,0.01,0.18
7488,8004,Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0.09,0,0.02,0.18
7489,8005,Harvest Moon: A Wonderful Life Special Edition,PS2,2004,Simulation,505 Games,0.09,0.07,0,0.02,0.18
7490,8006,Sports Illustrated for Kids: Football,GBA,2003,Sports,BAM! Entertainment,0.13,0.05,0,0,0.18
7491,8007,The Last Airbender,DS,2010,Action,THQ,0.13,0.04,0,0.01,0.18
7492,8008,Happy Cooking,DS,2006,Simulation,Ubisoft,0.17,0,0,0.01,0.18
7493,8009,.hack//Quarantine Part 4: The Final Chapter,PS2,2003,Role-Playing,Atari,0.09,0.07,0,0.02,0.18
7494,8010,Close Combat: First to Fight,XB,2005,Action,Take-Two Interactive,0.14,0.04,0,0.01,0.18
7495,8011,MotoGP 14,PS4,2014,Racing,Milestone S.r.l.,0.04,0.11,0,0.04,0.18
7496,8012,Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.14,0.04,0,0.01,0.18
7497,8013,NBA Live 08,Wii,2007,Sports,Electronic Arts,0.17,0,0,0.02,0.18
7498,8014,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,0.09,0.07,0,0.02,0.18
7499,8015,Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,0.08,0.02,0.07,0.02,0.18
7501,8017,Reel Fishing II,PS,2000,Sports,Victor Interactive,0.1,0.07,0,0.01,0.18
7502,8018,Ringling Bros. and Barnum & Bailey Circus,Wii,2009,Action,Take-Two Interactive,0.17,0,0,0.01,0.18
7503,8019,The Walking Dead: Season One,PSV,2013,Adventure,Square Enix,0.14,0,0.01,0.03,0.18
7504,8021,Dead or Alive,SAT,1997,Action,Tecmo Koei,0,0,0.18,0,0.18
7505,8022,Driving Emotion Type-S,PS2,2000,Racing,Electronic Arts,0.04,0.03,0.11,0.01,0.18
7506,8023,Siren,PS2,2003,Adventure,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18
7507,8024,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,Disney Interactive Studios,0.15,0.02,0,0.01,0.18
7508,8025,NARC,XB,2005,Action,Midway Games,0.14,0.04,0,0.01,0.18
7509,8026,Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,505 Games,0.11,0.02,0.05,0.01,0.18
7510,8027,Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.02,0.18
7511,8028,Super Robot Taisen J,GBA,2005,Strategy,Banpresto,0,0,0.18,0,0.18
7512,8029,Evolve,PC,2015,Action,Take-Two Interactive,0.07,0.1,0,0.01,0.18
7513,8030,Nep League DS,DS,2007,Sports,Jaleco,0,0,0.18,0,0.18
7514,8031,Ar tonelico 2: Melody of Metafalica,PS2,2007,Role-Playing,Nippon Ichi Software,0.04,0.03,0.11,0.01,0.18
7516,8034,Casper: Friends Around the World,PS,2000,Action,TDK Core,0.1,0.07,0,0.01,0.18
7517,8035,Borderlands,PC,2009,Action,Take-Two Interactive,0.01,0.14,0,0.04,0.18
7518,8036,Jurassic Park III: Island Attack,GBA,2001,Adventure,Konami Digital Entertainment,0.13,0.05,0,0,0.18
7519,8037,Chaotic: Shadow Warriors,DS,2009,Action,Activision,0.17,0,0,0.01,0.18
7520,8038,Ghostbusters: The Video Game,PSP,2009,Action,Atari,0.16,0.01,0,0.02,0.18
7521,8039,GameBoy Wars,GB,1991,Strategy,Nintendo,0,0,0.18,0,0.18
7523,8041,Alone in the Dark,Wii,2008,Adventure,Atari,0.09,0.08,0,0.02,0.18
7524,8042,Company of Heroes: Anthology,PC,2009,Strategy,THQ,0,0.15,0,0.04,0.18
7526,8044,Gauntlet: Seven Sorrows,XB,2005,Role-Playing,Midway Games,0.14,0.04,0,0.01,0.18
7527,8045,AirForce Delta Storm,XB,2001,Action,Konami Digital Entertainment,0.14,0.04,0,0.01,0.18
7528,8046,Trauma Team,Wii,,Simulation,Unknown,0.15,0,0.02,0.01,0.18
7530,8048,Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,0.1,0.07,0,0.01,0.18
7531,8049,How to Train Your Dragon,PS3,2010,Action,Activision,0.12,0.04,0,0.02,0.18
7532,8050,Remember Me,X360,2013,Action,Capcom,0.1,0.07,0,0.02,0.18
7533,8051,International Superstar Soccer 2000 (JP weekly sales),N64,1999,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18
7534,8052,Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18
7535,8054,Vietcong: Purple Haze,PS2,2004,Action,Gathering of Developers,0.09,0.07,0,0.02,0.18
7536,8055,Hitman: HD Trilogy,X360,2013,Action,Square Enix,0.07,0.09,0,0.02,0.18
7538,8057,Summer Athletics: The Ultimate Challenge,PS2,2008,Sports,DTP Entertainment,0,0,0,0.18,0.18
7539,8058,Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0,0.03,0.18
7540,8059,Metal Gear Ac!d 2,PSP,2005,Strategy,Konami Digital Entertainment,0.11,0.01,0.05,0.01,0.18
7543,8062,X-Men Origins: Wolverine,PS2,2009,Action,Activision,0.13,0,0,0.05,0.18
7546,8065,LEGO Marvel's Avengers,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.08,0.01,0.01,0.18
7547,8066,Bloody Roar: Primal Fury,GC,2002,Action,Activision,0.14,0.04,0,0,0.18
7548,8067,Shrek SuperSlam,DS,2005,Action,Activision,0.17,0,0,0.01,0.18
7550,8069,Mega Man Soccer,SNES,1993,Sports,Capcom,0.04,0.01,0.13,0,0.18
7551,8070,The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.16,0.01,0,0.01,0.18
7552,8071,ZhuZhu Puppies,DS,2011,Simulation,Activision,0.13,0.04,0,0.01,0.18
7554,8073,Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.07,0.06,0.03,0.02,0.18
7555,8074,Jewel Match,DS,2010,Strategy,PlayV,0.05,0.12,0,0.02,0.18
7556,8075,FIFA Soccer 07,GC,2006,Sports,Electronic Arts,0.14,0.04,0,0,0.18
7557,8076,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014,Role-Playing,Atlus,0.07,0.03,0.05,0.03,0.18
7558,8077,Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.11,0.06,0,0.02,0.18
7559,8078,Vampire Savior: The Lord of Vampire,SAT,1998,Action,Capcom,0,0,0.18,0,0.18
7561,8080,Super Robot Taisen UX,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18
7563,8082,Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,0.15,0.03,0,0.01,0.18
7564,8083,Guilty Gear Xrd: Sign,PS3,2014,Action,Arc System Works,0.09,0,0.07,0.02,0.18
7565,8084,Pro Yaky? Spirits 2011,PS3,2011,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18
7566,8086,Dengeki Bunko Action Climax,PSV,2014,Action,Sega,0.08,0,0.07,0.03,0.18
7567,8087,Battle Commander: Hachibushu Shura no Heihou,SNES,1991,Strategy,Banpresto,0,0,0.18,0,0.18
7568,8088,Backbreaker,X360,,Sports,Unknown,0.17,0,0,0.01,0.18
7569,8089,Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.06,0.03,0.07,0.02,0.18
7570,8090,Bad Boys: Miami Takedown,XB,2004,Action,Empire Interactive,0.14,0.04,0,0.01,0.18
7572,8092,Spider-Man: Friend or Foe,PSP,2007,Action,Activision,0.16,0,0,0.01,0.18
7573,8093,Mega Man X: Command Mission,PS2,2004,Role-Playing,Capcom,0.09,0.07,0,0.02,0.18
7574,8094,Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,Genki,0.09,0.07,0,0.02,0.18
7575,8095,Moon,PS,1997,Adventure,ASCII Entertainment,0,0,0.17,0.01,0.18
7576,8096,FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0,0.14,0,0.04,0.18
7577,8097,LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0,0.02,0.18
7578,8098,Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,0.13,0.04,0,0.01,0.18
7579,8099,Disney Friends,DS,2007,Simulation,Disney Interactive Studios,0.13,0.04,0,0.01,0.18
7581,8101,Re-Volt,N64,1999,Racing,Acclaim Entertainment,0.14,0.04,0,0,0.18
7582,8102,Gokujou Parodius,SNES,1994,Action,Konami Digital Entertainment,0,0,0.18,0,0.18
7583,8103,Hyperdimension Neptunia,PSV,2013,Role-Playing,Compile Heart,0.09,0,0.07,0.02,0.18
7584,8104,Gauntlet: Dark Legacy,GC,2002,Action,Midway Games,0.14,0.04,0,0,0.18
7585,8105,A.C.E.: Another Century's Episode 2,PS2,2006,Simulation,Banpresto,0,0,0.18,0,0.18
7587,8108,Ridge Racer Unbounded,PS3,2012,Racing,Namco Bandai Games,0.05,0.1,0,0.03,0.18
7588,8109,Burnout Legends,DS,2005,Racing,Electronic Arts,0.15,0.02,0,0.01,0.18
7589,8110,Horrid Henry: Missions of Mischief,DS,2010,Adventure,SouthPeak Games,0.01,0.15,0,0.02,0.18
7590,8111,Batman: Vengeance,GBA,2001,Adventure,Ubisoft,0.13,0.05,0,0,0.18
7591,8112,Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.14,0.02,0,0.02,0.18
7592,8113,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000,Sports,Sega,0,0,0.18,0,0.18
7593,8114,The Adventures of Cookie & Cream,PS2,2000,Strategy,Empire Interactive,0.09,0.07,0,0.02,0.18
7594,8115,Van Helsing,XB,2007,Action,Activision,0.13,0.04,0,0.01,0.18
7595,8116,Aliens: Colonial Marines,PC,2013,Action,Sega,0.1,0.06,0,0.02,0.18
7596,8117,Splatterhouse,X360,2010,Action,Namco Bandai Games,0.14,0.03,0,0.01,0.18
7597,8118,MindJack,PS3,2011,Action,Square Enix,0.07,0.08,0,0.03,0.18
7598,8119,Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0,0.02,0.18
7600,8121,Gun,GC,2005,Action,Activision,0.14,0.04,0,0,0.18
7601,8122,World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,0.17,0,0,0.01,0.18
7602,8123,Marvel Super Hero Squad: Comic Combat,X360,2011,Action,THQ,0.13,0.04,0,0.01,0.18
7604,8125,Cabela's Legendary Adventures,Wii,2008,Sports,Activision,0.17,0,0,0.01,0.18
7605,8126,F1 Challenge,SAT,1994,Racing,Sega,0,0,0.18,0,0.18
7606,8127,Transformers: Dark of the Moon,Wii,2011,Action,Activision,0.1,0.07,0,0.02,0.18
7607,8128,Shadow Madness,PS,1999,Action,Crave Entertainment,0.1,0.07,0,0.01,0.18
7608,8129,Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Action,Ubisoft,0.05,0.1,0,0.03,0.18
7609,8130,Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,0.13,0.05,0,0,0.18
7610,8131,Aliens: Infestation,DS,2011,Action,Sega,0.1,0.06,0,0.02,0.18
7611,8132,Brink,PC,2011,Action,Bethesda Softworks,0.06,0.09,0,0.03,0.18
7613,8134,American Chopper 2: Full Throttle,PS2,2005,Racing,Zoo Digital Publishing,0.09,0.07,0,0.02,0.18
7614,8135,Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,0.11,0.04,0.02,0.01,0.18
7615,8136,FIFA 16,PC,2015,Sports,Electronic Arts,0.04,0.13,0,0.01,0.18
7616,8137,Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,0.14,0.04,0,0.01,0.18
7617,8138,Heavy Fire: Afghanistan,PS3,2011,Action,Unknown,0.17,0,0,0.01,0.18
7618,8139,Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,0.09,0.07,0,0.02,0.18
7619,8140,Doom (2016),PC,2016,Action,Bethesda Softworks,0.06,0.1,0,0.01,0.18
7621,8142,Pro Evolution Soccer 2013,3DS,2012,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18
7622,8143,Pirates: Hunt For Blackbeard's Booty,Wii,2008,Adventure,Activision,0.08,0.08,0,0.02,0.18
7623,8144,FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,0.14,0.04,0,0,0.18
7624,8145,Godzilla (2015),PS4,2014,Action,Namco Bandai Games,0.1,0.03,0.02,0.03,0.18
7625,8146,Race Pro,X360,2009,Racing,Atari,0.06,0.09,0,0.02,0.18
7627,8148,Toukiden: The Age of Demons,PSP,2013,Action,Tecmo Koei,0,0,0.18,0,0.18
7628,8149,Fireblade,PS2,2002,Action,Midway Games,0.09,0.07,0,0.02,0.18
7629,8150,Mercury Meltdown Revolution,Wii,2007,Action,Ignition Entertainment,0.16,0,0,0.01,0.18
7630,8152,WordJong Party,Wii,2008,Strategy,Destineer,0.17,0,0,0.01,0.18
7631,8153,Brunswick Circuit Pro Bowling,PS,1998,Sports,THQ,0.1,0.07,0,0.01,0.18
7632,8154,Cabela's Dangerous Hunts 2009,PS2,2008,Sports,Activision Value,0.09,0.07,0,0.02,0.18
7633,8155,Velvet Assassin,X360,2009,Action,DTP Entertainment,0.14,0.02,0.01,0.01,0.18
7634,8156,Ball Breakers,PS,2000,Action,Take-Two Interactive,0.1,0.07,0,0.01,0.18
7635,8157,Mobile Suit Gundam Seed Destiny: Generation of C.E.,PS2,2005,Action,Namco Bandai Games,0,0,0.18,0,0.18
7637,8159,Twisted Metal: Small Brawl,PS,,Action,Unknown,0.1,0.07,0,0.01,0.18
7638,8160,Disgaea 4: A Promise Unforgotten,PSV,2014,Role-Playing,Nippon Ichi Software,0.04,0.04,0.08,0.02,0.18
7639,8161,Charlie and the Chocolate Factory,GC,2005,Adventure,Global Star,0.14,0.04,0,0,0.18
7640,8162,Armored Core: Last Raven,PS2,2005,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18
7641,8163,Tomb Raider: Underworld,PS2,2009,Action,Eidos Interactive,0.09,0.04,0,0.05,0.18
7643,8165,College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18
7644,8166,K-1 World Grand Prix,PS2,2002,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18
7645,8167,Skate it,DS,2008,Sports,Electronic Arts,0.14,0.02,0,0.01,0.18
7646,8168,Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,2009,Strategy,Namco Bandai Games,0,0,0.18,0,0.18
7647,8169,Otomedius Excellent,X360,,Action,Unknown,0.13,0,0.04,0.01,0.18
7648,8170,Super Robot Taisen A Portable,PSP,2008,Strategy,Namco Bandai Games,0,0,0.18,0,0.18
7649,8171,Juiced,XB,2005,Racing,THQ,0.13,0.04,0,0.01,0.18
7650,8173,Virtua Tennis,GBA,2002,Sports,Atari,0.13,0.05,0,0,0.18
7651,8174,Tales of the Tempest,DS,2006,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18
7652,8175,SimCity Creator (JP sales),DS,2008,Simulation,Electronic Arts,0,0,0.18,0,0.18
7653,8176,Biohazard: Revival Selection,PS3,2011,Action,Capcom,0,0,0.18,0,0.18
7654,8177,Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,0.09,0.07,0,0.02,0.18
7655,8178,Driver: San Francisco,Wii,2011,Racing,Ubisoft,0.06,0.09,0,0.02,0.18
7656,8179,UFC: Sudden Impact,PS2,2004,Action,Global Star,0.09,0.07,0,0.02,0.18
7657,8180,Shawn Johnson Gymnastics,Wii,2010,Sports,Zoo Games,0.17,0,0,0.01,0.18
7658,8181,NBA Hoopz,PS2,2001,Sports,Midway Games,0.09,0.07,0,0.02,0.18
7659,8182,Captain America: Super Soldier,X360,2011,Action,Sega,0.11,0.05,0,0.01,0.18
7660,8183,TRON: Evolution,DS,2010,Action,Disney Interactive Studios,0.12,0.04,0,0.01,0.18
7661,8185,ESPN X Games Skateboarding,GBA,2001,Sports,Konami Digital Entertainment,0.13,0.05,0,0,0.18
7662,8186,Nancy Drew: The Hidden Staircase,DS,2008,Adventure,THQ,0.16,0,0,0.01,0.18
7663,8187,Brunswick Cosmic Bowling,Wii,2010,Sports,GameMill Entertainment,0.17,0,0,0.01,0.18
7664,8188,Star Wars: Battlefront II,PC,2005,Action,LucasArts,0.02,0.13,0,0.03,0.18
7665,8189,Speedball 2100,PS,2000,Sports,Empire Interactive,0.1,0.07,0,0.01,0.18
7666,8190,LEGO Island 2: The Brickster's Revenge,PS,2001,Adventure,LEGO Media,0.1,0.07,0,0.01,0.18
7667,8191,College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18
7668,8192,FIFA 17,X360,2016,Sports,Electronic Arts,0.03,0.13,0,0.01,0.18
7669,8193,Fancy Nancy: Tea Party Time!,DS,2010,Adventure,THQ,0.17,0,0,0.01,0.18
7670,8194,Backyard Basketball,GBA,2004,Sports,Atari,0.13,0.05,0,0,0.18
7671,8195,Madden NFL 09,XB,2008,Sports,Electronic Arts,0.13,0.04,0,0.01,0.18
7672,8197,Summon Night 4,PS2,2006,Role-Playing,Banpresto,0,0,0.18,0,0.18
7673,8198,Pro Yaky? Spirits 5,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18
7674,8199,NHL 2004,XB,2003,Sports,Electronic Arts,0.13,0.04,0,0.01,0.18
7677,8202,Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Action,THQ,0.12,0.03,0,0.02,0.18
7678,8203,NFL 2K2,XB,2002,Sports,Sega,0.13,0.04,0,0.01,0.18
7681,8206,NBA Starting Five,PS2,,Sports,Unknown,0.09,0.07,0,0.02,0.18
7682,8207,Castlevania Judgment,Wii,2008,Action,Konami Digital Entertainment,0.13,0.02,0.01,0.01,0.18
7684,8209,The Suffering: Ties That Bind,PS2,2005,Action,Midway Games,0.09,0.07,0,0.02,0.17
7686,8211,Ashes Cricket 2009,PS3,2009,Sports,Codemasters,0,0.16,0,0.02,0.17
7687,8212,EyeToy: Kinetic,PS2,2005,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.17
7688,8213,Petz: Horseshoe Ranch,DS,2009,Adventure,Ubisoft,0.16,0,0,0.01,0.17
7689,8214,Army Men: Sarge's Heroes 2,PS2,2001,Action,Midas Interactive Entertainment,0.09,0.07,0,0.02,0.17
7690,8215,Stormrise,PS3,2009,Strategy,Sega,0.13,0.02,0,0.02,0.17
7692,8217,Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17
7693,8218,Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0,0.03,0.17
7694,8219,Monkey Island: Special Edition Collection,PC,2011,Adventure,LucasArts,0,0.14,0,0.04,0.17
7695,8220,Broken Sword: Shadows of the Templars - The Director's Cut,DS,2009,Adventure,Ubisoft,0.07,0.09,0,0.02,0.17
7696,8221,The Wild Thornberrys: Animal Adventures,PS,2000,Adventure,Mattel Interactive,0.1,0.07,0,0.01,0.17
7697,8222,MotoGP 10/11,PS3,2011,Racing,Capcom,0.04,0.1,0,0.04,0.17
7698,8223,Jikkyou Powerful Pro Baseball 2016,PSV,2016,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17
7699,8224,SEGA Bass Fishing Duel,PS2,2002,Sports,Sega,0.09,0.07,0,0.02,0.17
7700,8225,Teen Titans,GBA,,Action,Unknown,0.13,0.05,0,0,0.17
7701,8226,Hyperdimension Neptunia U: Action Unleashed,PSV,2014,Action,Idea Factory International,0.07,0.02,0.06,0.03,0.17
7702,8227,Sports Illustrated for Kids: Baseball,GBA,2001,Sports,BAM! Entertainment,0.12,0.05,0,0,0.17
7703,8228,Fairytale Fights,PS3,2009,Action,Playlogic Game Factory,0.11,0.04,0,0.02,0.17
7704,8229,Mark Davis Pro Bass Challenge,PS2,2002,Sports,Natsume,0.09,0.07,0,0.02,0.17
7705,8231,Warriors of Might and Magic,PS2,2001,Adventure,3DO,0.09,0.07,0,0.02,0.17
7706,8233,The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,0.14,0.02,0,0.02,0.17
7707,8234,Back to the Future: The Game,PS4,2015,Adventure,Telltale Games,0.1,0.04,0,0.03,0.17
7709,8236,Backyard Sports Football: Rookie Rush,DS,2010,Sports,Atari,0.16,0,0,0.01,0.17
7710,8237,Street Fighter: The Movie,PS,1995,Action,Acclaim Entertainment,0.1,0.07,0,0.01,0.17
7711,8238,Lost in Blue 3,DS,2007,Adventure,Konami Digital Entertainment,0.09,0.02,0.06,0.01,0.17
7713,8240,Global Defence Force,PS2,2005,Action,Essential Games,0,0,0.17,0,0.17
7714,8241,Rapala Fishing Frenzy 2009,PS3,2008,Sports,Activision,0.16,0,0,0.01,0.17
7715,8242,Major League Baseball 2K6,GC,2006,Sports,Take-Two Interactive,0.13,0.03,0,0,0.17
7716,8243,Major League Baseball 2K9,PS3,2009,Sports,Spike,0.16,0,0,0.01,0.17
7717,8244,SaGa 2: Hihou Densetsu - Goddess of Destiny,DS,2009,Role-Playing,Square Enix,0,0,0.17,0,0.17
7718,8245,Smash Court Tennis Pro Tournament,PS2,2002,Sports,Sony Computer Entertainment,0.08,0.07,0,0.02,0.17
7719,8246,The Cursed Crusade,PS3,2011,Action,DTP Entertainment,0.07,0.07,0.01,0.03,0.17
7720,8247,Super Robot Taisen L,DS,2010,Strategy,Namco Bandai Games,0,0,0.17,0,0.17
7721,8248,The Grim Adventures of Billy & Mandy,GC,2006,Action,Midway Games,0.13,0.03,0,0,0.17
7722,8249,NBA Inside Drive 2004,XB,2003,Sports,Microsoft Game Studios,0.13,0.04,0,0.01,0.17
7723,8250,The King of Fighters '97,PS,1998,Action,SNK,0,0,0.16,0.01,0.17
7724,8251,Dungeon Siege III,PC,2011,Role-Playing,Square Enix,0.08,0.08,0,0.02,0.17
7725,8252,Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,Activision,0.16,0,0,0.01,0.17
7726,8253,Time Commando,PS,1996,Action,Adeline Software,0.1,0.07,0,0.01,0.17
7727,8254,Professional Fisherman's Tour: Northern Hemisphere,DS,2007,Sports,505 Games,0.16,0,0,0.01,0.17
7728,8255,Iron Chef America: Supreme Cuisine,Wii,2008,Simulation,Destineer,0.16,0,0,0.01,0.17
7729,8256,Kekkaishi: Karasumori Ayakashi Kidan,DS,2007,Action,Namco Bandai Games,0,0,0.17,0,0.17
7730,8257,Gretzky NHL 2005,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.07,0,0.02,0.17
7731,8258,FaceBreaker,PS3,2008,Action,Electronic Arts,0.13,0.03,0,0.02,0.17
7732,8259,Squeeballs Party,DS,2009,Strategy,Performance Designed Products,0.16,0,0,0.01,0.17
7733,8260,NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts,0.16,0,0,0.01,0.17
7734,8261,Yakuza Zero: The Place of Oath,PS4,2015,Action,Sega,0,0,0.17,0,0.17
7735,8263,The Secret World,PC,2012,Role-Playing,Funcom,0.07,0.08,0,0.02,0.17
7736,8264,NHL 2K9,X360,2008,Sports,Take-Two Interactive,0.15,0.01,0,0.01,0.17
7737,8265,X-Men: The Official Game,X360,2006,Action,Activision,0.16,0.01,0,0.01,0.17
7738,8266,True Crime: New York City,GC,2005,Action,Activision,0.13,0.03,0,0,0.17
7739,8267,Metal Arms: Glitch in the System,XB,2003,Action,Vivendi Games,0.13,0.04,0,0.01,0.17
7740,8269,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012,Action,Namco Bandai Games,0,0,0.17,0,0.17
7741,8270,Ice Age: Dawn of the Dinosaurs,PS2,2009,Action,Activision,0.08,0.07,0,0.02,0.17
7742,8271,ESPN Final Round Golf 2002,GBA,2001,Sports,Konami Digital Entertainment,0.12,0.05,0,0,0.17
7743,8272,MDK2 Armageddon,PS2,2001,Action,Virgin Interactive,0.08,0.07,0,0.02,0.17
7745,8274,Watchmen: The End is Nigh - The Complete Experience,PS3,2009,Action,Warner Bros. Interactive Entertainment,0.08,0.07,0,0.02,0.17
7746,8275,Fight Night Round 2,GC,2005,Action,Electronic Arts,0.13,0.03,0,0,0.17
7747,8276,Sudoku Gridmaster,DS,2006,Strategy,Nintendo,0.13,0.03,0,0.01,0.17
7748,8278,Power Pro Kun Pocket,GB,1999,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17
7749,8279,The King of Fighters '97,SAT,1998,Action,SNK,0,0,0.17,0,0.17
7750,8280,Tamagotchi no Narikiri Challenge,DS,2010,Action,Namco Bandai Games,0,0,0.17,0,0.17
7751,8281,Goosebumps HorrorLand,Wii,2008,Adventure,Scholastic Inc.,0.16,0,0,0.01,0.17
7752,8282,One Piece: Unlimited World Red,PSV,2014,Action,Namco Bandai Games,0.06,0.04,0.04,0.03,0.17
7753,8283,Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999,Strategy,Namco Bandai Games,0,0,0.16,0.01,0.17
7754,8284,Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999,Adventure,ChunSoft,0,0,0.16,0.01,0.17
7755,8285,Dementium: The Ward,DS,2007,Action,SouthPeak Games,0.15,0.01,0,0.01,0.17
7756,8286,Psi-Ops: The Mindgate Conspiracy,XB,2004,Action,Midway Games,0.13,0.04,0,0.01,0.17
7757,8287,SWAT: Global Strike Team,XB,2003,Action,Vivendi Games,0.13,0.04,0,0.01,0.17
7758,8289,MX World Tour Featuring Jamie Little,PS2,2005,Racing,Play It,0.08,0.07,0,0.02,0.17
7759,8290,Goblin Commander: Unleash the Horde,PS2,2003,Strategy,Jaleco,0.08,0.07,0,0.02,0.17
7761,8292,Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009,Action,Take-Two Interactive,0.16,0,0,0.01,0.17
7762,8293,Backyard NFL Football '09,PS2,2008,Sports,Atari,0.08,0.07,0,0.02,0.17
7763,8294,World Destruction League: Thunder Tanks,PS2,2000,Action,3DO,0.08,0.07,0,0.02,0.17
7764,8295,Shin Megami Tensei IV: Final,3DS,2016,Role-Playing,Deep Silver,0.03,0,0.14,0,0.17
7765,8296,Age of Empires III: Complete Collection,PC,2009,Strategy,Microsoft Game Studios,0.01,0.12,0,0.03,0.17
7766,8297,Finding Nemo: Escape to the Big Blue,DS,2006,Action,THQ,0.12,0.04,0,0.01,0.17
